recall,precision
1.0,0.8666666666666667
0.9230769230769231,0.8571428571428571
0.9230769230769231,0.9230769230769231
0.8461538461538461,0.9166666666666666
0.7692307692307693,0.9090909090909091
0.7692307692307693,1.0
0.6923076923076923,1.0
0.6153846153846154,1.0
0.5384615384615384,1.0
0.46153846153846156,1.0
0.38461538461538464,1.0
0.3076923076923077,1.0
0.23076923076923078,1.0
0.07692307692307693,1.0
0.0,1.0
